,report_ending_weekly_starting,number_of_sessions,average_session_length,number_of_unique_clients,tb_downloaded,tb_uploaded,cumulative_bandwidth,cumulative_sessions,cumulative_subscribers,sessions_per_user,GB_per_session,log_number_of_sessions,log_number_of_unique_clients,log_tb_downloaded,week
150,2022-11-20,4033075,00:22:52,230120,120.24,17.1,28440.39,3130421840,12320340,17.52596471406223,0.03405342077695059,15.210039670260821,12.34635619097723,4.789489745444719,6
151,2022-11-27,3735131,00:23:20,227900,121.24,19.13,28580.39,3134153334,12357806,16.38934181658622,0.0375810112148677,15.133293449561835,12.336662215233776,4.797772052189602,6
152,2022-12-04,4110764,00:23:02,235463,124.02,19.4,28580.39,3134153450,12396241,17.458216365203874,0.034888891699937044,15.229119457275228,12.369309067568604,4.820442842921731,6
153,2022-12-11,4254462,00:22:57,238796,122.44,19.64,28721.39,3138403003,12436231,17.816303455669274,0.033395526860975605,15.263478872512506,12.383364909941534,4.807621114077212,6
154,2022-12-18,3933744,00:23:02,229497,118.5,17.38,28856.39,3142331004,12469435,17.140720793735866,0.03454215627656502,15.185102202097436,12.343645236501875,4.774912960575186,6
155,2022-12-25,3723756,00:23:13,224668,108.69,16.82,28856.39,3142333488,12506835,16.574483237488206,0.03370521591640268,15.130243394287284,12.322379035926826,4.688499793575096,6
156,2023-01-01,3988549,00:23:21,239421,114.15,20.61,28856.39,3142336727,12566911,16.659144352416874,0.03378672294109963,15.198938063578153,12.385978787557143,4.737513372975805,6
157,2023-01-08,4032283,00:23:12,238876,118.1,19.35,28856.39,3142339574,12606982,16.88023493360572,0.03408738920358516,15.209843274762308,12.383699867823712,4.771531723203316,6
158,2023-01-15,3762205,00:23:28,215395,122.75,18.01,28856.39,3142339692,12635792,17.466538220478654,0.03741422915550854,15.140515779649796,12.280228830807339,4.81014976667463,6
159,2023-01-22,3783569,00:23:10,217628,126.16,18.45,28998.39,3146115890,12666334,17.38548808057787,0.0382205267037551,15.146178302032487,12.290542462156406,4.837550942654783,6
160,2023-01-29,3886575,00:23:03,220655,124.52,18.13,29140.39,3149994749,12696431,17.613808887176816,0.03670326701530268,15.173038865034721,12.304355674762729,4.824466345573407,6
161,2023-02-05,3867097,00:23:08,222511,121.06,17.31,29278.39,3153853985,12725196,17.379352032034372,0.03578136260869588,15.168014654319313,12.312731817568652,4.7962862904635415,6
162,2023-02-12,4246577,00:23:16,232553,130.73,19.72,29278.39,3153854130,12759912,18.260684661131013,0.03542853455853973,15.26162380461758,12.35687343502055,4.873134127573769,6
163,2023-02-19,4423464,00:23:19,245812,135.39,19.9,29433.39,3158266656,12802542,17.995313491611476,0.03510597124787271,15.302433657520478,12.412322295101413,4.9081595025070195,6
164,2023-02-26,4130936,00:23:30,240235,133.03,19.59,29433.39,3158269897,12840483,17.19539617457906,0.036945622009152405,15.23401457364209,12.389372889919816,4.890574666695814,6
165,2023-03-05,4276715,00:23:13,241670,134.06,20.75,29433.39,3158278054,12875580,17.696507634377458,0.036198343822302866,15.268695749496635,12.395328438177026,4.8982874609298115,6
166,2023-03-12,4330962,00:23:23,242470,132.97,19.89,29433.39,3158281476,12909978,17.861846826411515,0.035294698960646624,15.281300246203065,12.39863327036659,4.890123538868615,6
167,2023-03-19,4349778,00:23:24,245401,132.73,20.34,29585.39,3162619556,12947711,17.725184493950717,0.03519030166597008,15.285635367279804,12.41064888623027,4.888316989638111,6
168,2023-03-26,4460714,00:23:29,247628,135.88,21.25,29741.39,3167068565,12983936,18.013770655983976,0.0352253024964165,15.31081940086936,12.419682899020852,4.911772143292383,6
169,2023-04-02,4518949,00:23:23,251609,135.96,20.55,29741.39,3167079218,13022610,17.960204126243497,0.034634159402993935,15.32379000264706,12.435631574233836,4.9123607248279155,6
170,2023-04-09,4793907,00:23:21,269188,137.93,23.12,29741.39,3167079427,13076380,17.808769335928794,0.03359472764073229,15.382856294539238,12.503165299236116,4.926746310087428,6
171,2023-04-16,4833247,00:23:30,266777,143.66,22.95,29907.39,3171895538,13122959,18.11718026666467,0.03447165021775216,15.3910290564942,12.494168382411026,4.967449396646655,6
172,2023-04-23,4831826,00:23:10,267777,141.36,21.21,32570.61,3249086906,13168612,18.04421589606277,0.03364566522056051,15.390735008014639,12.497909823562084,4.951309828011441,6
173,2023-04-30,4802629,00:22:56,266526,138.95,21.37,32730.93,3253889535,13209532,18.01936396449127,0.03338171655566149,15.384674034273988,12.493227078804884,4.934114156188513,6
174,2023-05-07,4978576,00:22:51,274295,137.85,23.54,32892.32,3258868110,13263303,18.150443865181646,0.0324168999328322,15.42065446433602,12.521959448542278,4.926166137469806,6
175,2023-05-14,5031061,00:23:16,273506,141.12,22.88,37199.73,3376584236,15542720,18.394700664702054,0.032597497824017635,15.43114145422603,12.51907883844632,4.949610592258481,6
176,2023-05-21,4879811,00:23:30,274989,138.82,22.53,37361.08,3381464047,15591948,17.745477091810944,0.03306480517380694,15.400617047571126,12.524486375848687,4.933178129911438,6
177,2023-05-28,4933894,00:23:39,278184,140.57,23.3,37524.96,3386397941,15641105,17.736081154919045,0.033213117265997204,15.411639092257364,12.53603804423669,4.945705585343674,6
178,2023-06-04,5098548,00:22:23,278023,142.29,23.75,37691.01,3391496489,15689292,18.338583498487534,0.03256613451516,15.444466351275787,12.53545912306347,4.9578672285576,6
179,2023-06-11,4875135,00:23:45,276512,148.58,24.08,33720.25,3283686558,13503027,17.63082614859391,0.03541645513406296,15.399658354338351,12.530009498641126,5.001123533723661,6
180,2023-06-18,4970213,00:23:28,277625,149.11,23.4,33892.76,3288656771,13551199,17.902613237280505,0.03470877405052862,15.418973254297327,12.534026561196729,5.0046842886028164,6
181,2023-06-25,4930763,00:23:35,277975,146.3,23.36,34062.43,3293587534,13597643,17.73815271157478,0.034408467817252625,15.411004300778018,12.53528646057145,4.9856593080260785,6
182,2023-07-02,4984429,00:23:31,284276,148.73,23.01,34234.18,3298571963,13648039,17.53376648046265,0.03445530069743194,15.421829411186561,12.557700876207253,5.002132581604506,6
183,2023-07-09,4786929,00:23:28,279872,142.69,25.14,34402.01,3303358892,13698385,17.103993968671393,0.03506005624900641,15.38139963642843,12.542087634772592,4.960674444942484,6
184,2023-07-16,4883904,00:23:27,283135,145.95,23.63,34571.59,3308242796,13748183,17.249382803256395,0.034722222222222224,15.401455457999894,12.553679094683996,4.983264097300124,6
185,2023-07-23,3839117,00:25:23,271599,137.78,20.73,34730.11,3312081913,13790916,14.13523982047062,0.04128813995509904,15.160752950205167,12.512081992774775,4.92565821016505,6
186,2023-07-30,4415252,00:24:05,277793,138.19,22.24,34890.54,3316497161,13840587,15.894036206815867,0.03633541188589009,15.300575468533998,12.534631511000745,4.928629549815393,6
187,2023-08-06,5239199,00:23:38,292911,158.76,25.99,35075.29,3321736360,13897652,17.886658404771413,0.03526302398515498,15.471679182017128,12.58762408759032,5.067393627914864,6
188,2023-08-13,5197777,00:23:29,295216,156.91,24.63,35256.84,3326934137,13954001,17.60669137174137,0.03492646952726137,15.46374159214748,12.595462570781663,5.055672392570977,6
189,2023-08-20,5252529,00:23:28,297266,154.14,24.64,35435.62,3332186666,14011451,17.669457657451574,0.034036937254415915,15.474220232866442,12.602382639849585,5.037861280349847,6
190,2023-08-27,5226917,00:23:31,297622,157.92,25.13,35618.66,3337413583,14068286,17.56226690231233,0.03502064410052809,15.469332178479641,12.603579503939958,5.062088575685172,6
191,2023-09-03,5353246,00:23:30,300441,159.52,26.44,35804.62,3342766829,14124513,17.817960930765107,0.03473780207373246,15.493213663858546,12.613006674246012,5.072169306213528,6
192,2023-09-10,5223012,00:23:27,298211,154.63,24.35,35983.61,3347989840,14175490,17.514484710490223,0.0342675835322607,15.468584804945952,12.605556568627064,5.041035166487339,6
193,2023-09-17,5513829,00:23:19,302708,159.74,25.77,36169.11,3353503602,14227398,18.215009183767854,0.033644496410751956,15.522769858115465,12.620523923467974,5.073547493489243,6
194,2023-09-24,5217859,00:23:30,301045,156.13,23.71,36348.95,3358721461,14276403,17.33248849839725,0.034466243721802375,15.467597722466262,12.615015034217883,5.050688993553429,6
195,2023-10-01,4919711,00:23:28,295434,149.41,22.87,36521.23,3363641172,14321530,16.65248752682494,0.035018317132855976,15.40876034690584,12.5962007406281,5.006694204862994,6
196,2023-10-08,5423843,00:23:34,306410,158.28,25.45,36704.96,3369065015,14372769,17.70125975000816,0.03387450558579959,15.506315162755714,12.632679353391714,5.0643656165172235,6
197,2023-10-15,5271828,00:23:39,306576,155.58,25.57,36886.11,3374336843,14420604,17.195827462032252,0.03436189496318924,15.477887729442585,12.63322096446948,5.047160068778628,6
198,2023-10-22,5398708,00:23:19,308183,151.82,24.81,37062.73,3379735451,14469804,17.517864385770793,0.03271708712528997,15.50167022364818,12.63844904135917,5.022695608588622,6
199,2023-10-29,5743315,00:23:14,319553,160.2,25.43,37248.36,3385478766,14525256,17.97296536098863,0.03232105500046576,15.563547127724117,12.674678423236518,5.076423034634259,6
200,2023-11-05,5632052,00:23:11,319096,154.96,25.13,37428.45,3391110818,14576282,17.650023817283827,0.03197591215422017,15.543984409731937,12.673247276932361,5.043167019098741,6
201,2023-11-12,5302238,00:23:36,306918,159.72,24.33,37612.5,3396413056,14616604,17.275747919639773,0.03471175756350432,15.483639553544876,12.634335889914317,5.073422282195021,6
202,2023-11-19,5343473,00:23:32,304283,164.19,24.53,37801.22,3401756527,14655834,17.560866035894218,0.035317854137187556,15.491386374066352,12.625713468402717,5.1010242938239365,6
203,2023-11-26,4691377,00:23:41,297100,146.81,22.41,37970.44,3406447904,14695544,15.790565466173005,0.03607043305195894,15.361236700740928,12.6018240614507,4.989139233751369,6
204,2023-12-03,5165412,00:23:38,307243,153.08,23.54,38147.06,3411613287,14737696,16.812138925866495,0.034192819469192386,15.457495425021595,12.635394244418547,5.0309606605575015,6
205,2023-12-10,5297784,00:23:30,308622,157.81,25.27,38330.14,3416911071,14781104,17.16593113906332,0.03455784531796691,15.482799177881104,12.639872506065606,5.061391777760042,6
206,2023-12-17,5171875,00:23:40,308622,154.4,24.68,38509.23,3422082946,14820681,16.757959575143705,0.034625740181268884,15.458745849981666,12.639872506065606,5.039546637590676,6
207,2023-12-24,4991847,00:23:38,302184,147.02,22.64,38678.9,3427074793,14865137,16.51923000555953,0.03398741988686753,15.423316539523247,12.618791382349647,4.9905686319459415,6
208,2023-12-31,4783389,00:24:04,305651,142.53,23.7,38845.12,3431858182,14926663,15.649839195683967,0.03475151195104558,15.38065984906474,12.630199207167534,4.95955250386694,6
209,2024-01-07,4835625,00:23:55,309282,141.8,22.95,39009.86,3436693802,14971258,15.635003006964517,0.03407005299211581,15.391520944285856,12.642008761053427,4.954417614098027,6
210,2024-01-14,4699333,00:23:50,284171,150.41,22.13,39182.4,3441393135,15004872,16.536990051764608,0.036715848823652204,15.362931141715798,12.557331448622293,5.013364898667122,6
211,2024-01-21,4232226,00:24:05,273250,142.14,20.36,39344.91,3445625361,15032667,15.488475754803293,0.038395870163833404,15.258238653740905,12.518142406038786,4.956812487398749,6
212,2024-01-28,4710722,00:24:05,284729,155.97,23.18,39524.05,3450336083,15067447,16.544580987535515,0.03803026372602756,15.365351745115245,12.559293129687298,5.049663681063734,6
213,2024-02-04,4978319,00:23:46,292959,160.57,22.62,39707.24,3455314402,15104079,16.99322772128523,0.0367975615865516,15.42060284181714,12.58778794646723,5.078729984561593,6
214,2024-02-11,5260176,00:23:53,301753,164.97,24.31,39896.52,3460574578,15144057,17.432058670502034,0.03598358686097195,15.475675044230162,12.617364080915328,5.105763639187833,6
215,2024-02-18,4959118,00:23:53,301700,154.98,24.43,40075.93,3465533696,15183349,16.437248922770966,0.036177804198246545,15.416738460308155,12.617188425147152,5.043296076335804,6
216,2024-02-25,4972753,00:24:13,305726,171.19,25.54,40272.66,3470506449,15229858,16.265391232672393,0.039561586911716705,15.419484168255044,12.630444554965624,5.142774050786687,6
217,2024-03-03,5314141,00:23:45,310357,175.55,25.02,40473.23,3475820590,15268890,17.122671632990397,0.0377426944448783,15.48588193863449,12.64547852676707,5.167923902614441,6
218,2024-03-10,5268013,00:23:36,311287,165.72,24.25,40663.19,3481088603,15308732,16.923331202395218,0.036061034777249035,15.477163809571952,12.64847059519793,5.1102996172092015,6
219,2024-03-17,2588382,00:23:51,270152,82.98,13.28,40759.45,3483676985,15339944,9.581206135805028,0.03718925568173477,14.766543528038147,12.506740042539274,4.418599614904722,6
220,2024-03-24,4753637,00:23:47,293347,154.76,22.53,41002.18,3489168600,15380193,16.20482568425789,0.03729565383305456,15.374420567234742,12.589111487610047,5.041875529832312,6
221,2024-03-31,4495197,00:31:12,402345,170.21,27.09,41199.49,3493663797,15438718,11.172493755359207,0.043891291082459795,15.318520051401366,12.905065208505638,5.137032968819882,6
222,2024-04-07,4222665,00:34:08,132672,209.27,30.5,41439.26,3497886462,15513068,31.827853654124457,0.05678167697413837,15.255977003277184,11.795635195795452,5.343625284252578,6
223,2024-04-14,5298115,00:33:34,156854,245.6,36.02,41720.87,3503184577,15579249,33.77736621316638,0.05315475409650413,15.48286165488284,11.963070715365696,5.503704196272987,6
224,2024-04-21,5985633,00:33:30,173620,190.68,31.27,41710.19,3508298274,15610750,34.47548093537611,0.037080455818123165,15.604872655792578,12.064624281945799,5.250596630336625,6
225,2024-04-28,6322536,00:33:20,186472,198.45,34.26,41942.9,3514620810,15668785,33.90608777725342,0.03680643336787643,15.659630951460224,12.136036372746506,5.290537179229075,6
226,2024-05-05,7011479,00:32:51,203323,206.64,34.93,42184.47,3521632289,15724268,34.484436094293315,0.034453501179993545,15.763059221064845,12.22255112651789,5.330978148787585,6
227,2024-05-12,7303526,00:32:44,210096,213.62,35.2,42433.29,3528935815,15776187,34.762803670702915,0.03406847596626616,15.803867803203682,12.255319848098786,5.3641987356615495,6
228,2024-05-19,7426039,00:32:56,217966,220.02,35.57,42688.89,3536361854,15827505,34.06971270748649,0.034418079409494075,15.82050316552331,12.292094366304934,5.3937184513112895,6
229,2024-05-26,7998999,00:32:48,230549,236.58,38.41,42963.88,3544360853,15879980,34.695440014920905,0.034378051553700655,15.894826966815325,12.34821870017153,5.4662864171175904,6
230,2024-06-02,4033902,00:32:44,237971,122.67,19.85,42210.32,3522671513,15930092,16.951233553668303,0.03533055587369252,15.210244703695997,12.379904096489955,4.80949782304466,6
231,2024-06-09,4215837,00:32:51,246241,129.04,20.43,42359.79,3526887350,15980814,17.120775987751838,0.035454406799883396,15.254358706216843,12.414066010143083,4.8601224338169535,6
232,2024-06-19,4387957,00:33:01,255221,132.94,20.57,42513.31,3531275307,16021103,17.192774105579087,0.03498439022989514,15.29437430087619,12.44988511546852,4.889897898613436,2
233,2024-06-23,4339333,00:32:58,259733,130.66,20.07,42664.03,3535614640,16069742,16.706899007827268,0.03473575316759511,15.283231207629642,12.467409459273973,4.872598529412604,6
234,2024-06-30,4568293,00:32:52,275603,135.38,21.59,42821.0,3540182933,16106817,16.57562871231445,0.03436075575712854,15.334650170117374,12.52671670340347,4.908085639080461,6
235,2024-07-07,4454315,00:32:57,277826,132.12,20.73,42973.85,3544637248,16123196,16.032750714475966,0.034315040584242465,15.309383847244368,12.534750297435474,4.883710600522589,6
236,2024-07-14,4657016,00:32:51,285278,136.71,20.67,43131.22,3549294264,16140278,16.324483486283555,0.03379417206211016,15.353885457646824,12.561219422416196,4.9178618939439005,6
237,2024-07-21,4769327,00:32:46,291552,140.09,21.22,43292.54,3554063591,16194713,16.358409477554606,0.03382238206774247,15.377715762763623,12.582973656513586,4.942285073208023,6
238,2024-07-28,4923464,00:32:48,300564,144.55,22.46,43459.55,3558987055,16252889,16.380750855059155,0.03392123919256849,15.409522905771626,12.613415988650111,4.973625468462355,6
239,2024-08-04,4878082,00:32:47,303152,147.61,21.84,43629.0,3563865137,16308454,16.09120837071832,0.03473701344093847,15.400262667784816,12.621989608872143,4.994573660548905,6
240,2024-08-11,4847343,00:32:36,305100,141.25,21.64,43791.9,3568712480,16364235,15.88771878072763,0.033603976446478,15.39394127774567,12.628394870704762,4.9505313700265505,6
241,2024-08-18,4697428,00:32:45,307134,135.78,21.65,43949.33,3573409908,16420097,15.294392675509712,0.033514084728919744,15.362525682850537,12.63503941342343,4.911035928873501,6
242,2024-08-25,5084157,00:32:44,311698,147.63,23.61,44120.57,3578494065,16478191,16.311163369671927,0.03368109993456143,15.441639792010577,12.649790049308793,4.994709143545997,6
243,2024-09-01,5125738,00:32:44,314601,153.02,23.42,44297.01,3583619803,16534631,16.2928217011389,0.03442236025329425,15.449785072621742,12.659060448240805,5.030568631803706,6
244,2024-09-08,5152799,00:33:07,315923,153.85,24.42,44475.28,3588772602,16586963,16.310300294692063,0.03459673082532425,15.455050620145554,12.6632537919904,5.035978101768051,6
245,2024-09-15,5221695,00:32:48,317262,154.14,25.98,44655.39,3593994297,16640596,16.458620950507783,0.03449454631111162,15.468332619794758,12.667483209920386,5.037861280349847,6
246,2024-09-22,4863331,00:32:28,317280,147.23,24.09,44826.71,3598857628,16686436,15.328199067070095,0.03522688461879317,15.397234152050071,12.667539943753622,4.991995989877317,6
247,2024-09-29,4841909,00:32:36,298721,143.1,21.99,44991.8,3603699537,16740373,16.208800184787812,0.03409605591513595,15.39281962241671,12.607265306386443,4.963543686562405,6
248,2024-10-06,5003913,00:32:39,307076,149.26,23.64,45164.71,3608703450,16795839,16.29535684977009,0.03455295885440054,15.425730764326671,12.634850552935413,5.005689751703241,6
249,2024-10-13,5055925,00:32:43,307428,146.77,23.29,45334.77,3613759375,16849075,16.445883263723537,0.033635783758659395,15.436071380838047,12.635996192470712,4.988866735623107,6
250,2024-10-20,4926229,00:33:01,309401,141.32,22.88,45498.97,3618685604,16901386,15.92182636772344,0.03333178380460997,15.410084344604822,12.642393449177936,4.951026822490944,6
251,2024-10-27,5202953,00:32:49,317084,150.59,24.56,45674.12,3623888557,16958460,16.408752885670673,0.03366357528119128,15.464736906981592,12.666922001984428,5.0145609120987285,6
252,2024-11-03,5328440,00:33:02,323629,151.53,25.92,45851.57,3629216997,17015184,16.464655516038427,0.0333024299795062,15.48856907037519,12.687353076962005,5.020783625148071,6
253,2024-11-10,4939313,00:33:09,308463,146.73,22.65,46020.95,3634156310,17062427,16.012659541014642,0.03429221837125932,15.412736810667228,12.639357179964604,4.988594163219376,6
254,2024-11-17,4848714,00:32:29,303912,137.55,21.14,46179.64,3639005024,17108079,15.954335465529496,0.03272826568034328,15.394224073114785,12.624493464798554,4.923987487370583,6
255,2024-11-24,4503162,00:32:56,299981,130.53,19.73,46329.9,3643508186,17152363,15.011490727746091,0.033367664765336,15.320290374652577,12.611474418299364,4.871603085400698,6
256,2024-12-01,4142848,00:32:56,288939,121.96,19.31,46471.16,3647651034,17202448,14.338140576384635,0.034099730426991284,15.236894031996448,12.57397087215124,4.803693122120054,6
257,2024-12-08,4239651,00:32:31,273264,115.31,18.56,46605.03,3651890685,17254588,15.514853767784999,0.03157571224612592,15.259991512499623,12.518193639858973,4.747624153783025,6
258,2024-12-15,4065111,00:32:14,259633,111.88,17.57,46734.48,3655955796,17304083,15.6571429671883,0.03184414890515905,15.2179516068643,12.46702437437725,4.717426868333759,6
259,2024-12-22,3980505,00:32:15,255335,109.92,17.31,46861.71,3659936301,17355262,15.58934341159653,0.03196328104097344,15.196919253633583,12.45033168744846,4.699752828474039,6
260,2024-12-29,3630688,00:33:06,251755,101.6,18.47,46981.78,3663566969,17417837,14.421512978888204,0.033070867009228004,15.104932719962614,12.43621167135677,4.6210435351443815,6
261,2025-01-05,3883340,00:32:29,259883,101.23,18.86,47101.87,3667450309,17476570,14.942647268193765,0.03092441043019669,15.172206166044598,12.46798680871728,4.6173951556106605,6
262,2025-01-12,3565641,00:32:42,233480,98.49,14.96,47215.33,3671015950,17517613,15.271719205071099,0.031817560993941896,15.086854399314358,12.360851699317728,4.589955020181611,6
263,2025-01-19,3607929,00:32:54,231960,103.62,15.54,47334.49,3674623879,17559425,15.554099844800827,0.033027257465432384,15.098644481478788,12.354320221990378,4.640730361386642,6
264,2025-01-26,3328676,00:33:13,224670,97.32,14.71,47446.52,3677952555,17597782,14.815845462233497,0.03365602419700806,15.018085185296147,12.322387937911522,4.578004517915322,6
265,2025-02-02,3646989,00:32:43,234612,105.9,16.05,47568.48,3681599544,17641438,15.54476753107258,0.03343854341211339,15.109412453608588,12.36568836478849,4.662495252607361,6
266,2025-02-09,3701801,00:32:46,234979,107.45,16.44,47692.38,3685301345,17684156,15.753752462986053,0.03346749325531005,15.124330015943569,12.367251427431174,4.67702562308852,6
267,2025-02-16,3438016,00:32:19,224788,102.7,16.83,47811.91,3688739361,17724567,15.294481911845828,0.03476714477186842,15.050405118782631,12.32291301479395,4.631812116934513,6
268,2025-02-23,3494559,00:32:26,227521,102.23,15.85,47929.98,3692233920,17765470,15.359281121303088,0.03378967131474958,15.066717745431138,12.334997820805357,4.627225176768922,6
269,2025-03-02,3778483,00:31:58,230797,111.19,17.43,48058.6,3696012403,17817270,16.371456301425063,0.03404011609950342,15.14483316429292,12.349293815264705,4.711240449715158,6
270,2025-03-09,3664637,00:32:04,229704,103.82,17.1,48179.52,3699677040,17862846,15.953736112562254,0.03299644685135253,15.114239843377144,12.344546802543853,4.642658630399083,6
271,2025-03-16,3833467,00:32:06,234706,110.44,18.79,48308.74,3703510507,17912135,16.333059231549257,0.033710998425185344,15.159280173622657,12.366088946062836,4.704472387061954,6
272,2025-03-23,3752572,00:31:56,230544,106.07,18.37,48433.19,3707263079,17958624,16.27703171628843,0.03316125580002195,15.13795202951421,12.348197012572715,4.664099253517379,6
273,2025-03-30,3730849,00:32:00,232304,107.62,18.12,48558.93,3710993928,18006762,16.06020128796749,0.03370278454046251,15.132146379660893,12.355802137723469,4.678606504061274,6
274,2025-04-06,3863496,00:31:32,230965,112.18,18.99,48690.1,3714857424,18056253,16.727625397787545,0.033951115777006116,15.16708303102458,12.350021462872835,4.7201047240801906,6
275,2025-04-13,3573337,00:31:52,229889,100.81,17.36,48808.26,3718430761,18105777,15.543749374698224,0.03306992875287162,15.089010451057696,12.345351862716623,4.61323755706585,6
276,2025-04-20,3860293,00:32:15,239553,113.47,22.45,48944.18,3722291054,18169407,16.114567548726168,0.03520976257501697,15.166253645295994,12.386529965714377,4.731538484802898,6
277,2025-04-27,4008773,00:32:09,243682,119.6,21.15,49084.94,3726299827,18228693,16.450837566993048,0.03511049390923358,15.203995767422372,12.403619375580535,4.784152841516532,6
278,2025-05-04,4065430,00:32:12,241798,124.65,20.64,49230.23,3730365257,18286402,16.813331789344826,0.03573791702230761,15.218030076427437,12.395857945830029,4.825509809969567,6
279,2025-05-11,3802487,00:31:54,234957,115.56,18.78,49364.57,3734167744,18339256,16.183757027881697,0.035329509344805124,15.151165884306321,12.367157797660242,4.749789875598035,6
280,2025-05-18,3736450,00:32:01,230447,113.97,18.21,49496.75,3737904194,18392080,16.213923375005965,0.035375824646388956,15.13364652075619,12.347776180055675,4.735935255867644,6
281,2025-05-25,3613108,00:32:05,227800,110.1,17.7,49624.54,3741517302,18443650,15.86087796312555,0.03537120949609035,15.100078901739481,12.336223329995219,4.701389043728634,6
282,2025-06-01,3684031,00:32:22,228949,116.39,19.21,49760.14,3745201333,18498997,16.091055213169746,0.036807507862990294,15.119518091088489,12.341254550309815,4.756946620953885,6
283,2025-06-08,3756262,00:32:22,228722,116.82,19.09,49896.05,3748957595,18553455,16.42282771224456,0.036182247138245416,15.138934871936092,12.340262571274156,4.760634288612163,6
284,2025-06-15,3659894,00:32:11,219665,115.24,18.17,50029.47,3755752973,18607045,16.66125236155054,0.036451875382183196,15.112944743209516,12.299858937534337,4.7470169102163275,6
285,2025-06-22,3135484,00:34:19,219665,108.69,17.4,50155.56,3752617489,18658952,14.273935310586575,0.04021388723399641,14.958294106097783,12.299858937534337,4.688499793575096,6
286,2025-06-29,2823529,00:33:54,209914,99.18,15.32,50270.06,3758576502,18713093,13.450884647998704,0.04055208924717968,14.853498078982605,12.254453202012305,4.596936381060988,6
287,2025-07-06,2729515,00:34:02,204336,96.9,15.24,50382.21,3761306017,18766286,13.357974121055516,0.04108422192220962,14.819634495700848,12.227520976736043,4.5736795188967205,6
288,2025-07-13,3530203,00:32:26,220907,117.41,18.03,50517.64,3764836220,18825366,15.980494054058948,0.03836606563418591,15.076865934338164,12.30549707745299,4.76567208264212,6
289,2025-07-20,3508577,00:32:31,221008,115.92,17.88,50651.45,3768344797,18883886,15.87533935423152,0.03813511859651363,15.070721100134524,12.305954178939741,4.752900298012427,6
290,2025-07-27,3605858,00:32:46,225524,122.33,18.98,50792.76,3771950655,18945682,15.988799418243735,0.03918900855219479,15.098070303156945,12.326181862416794,4.806722311058825,6
291,2025-08-03,3496379,00:32:05,221569,117.77,18.32,50928.85,3775447034,19004164,15.780091077722966,0.03892312589682068,15.06723841949265,12.308489332372758,4.768733569853457,6
292,2025-08-10,3553727,00:32:18,223863,123.73,19.02,51071.6,3779000761,19066470,15.874561673880901,0.040169095712754524,15.083507469889822,12.318789536586376,4.8181017722258845,6
293,2025-08-17,3383408,00:32:37,219315,118.37,18.16,51208.13,3782384169,19125607,15.427161844835055,0.040352804036639975,15.034394043505962,12.298264331519649,4.773815311965802,6
294,2025-08-24,3410694,00:32:38,219022,119.72,19.03,51346.88,3785794863,19186520,15.57238085671759,0.04068087022758418,15.042426347614088,12.296927460374214,4.785155682984498,6
295,2025-08-31,3514042,00:32:47,220347,125.73,19.75,51492.35,3789308905,19248889,15.947764208271499,0.04139961901422921,15.072277499848989,12.302958855473571,4.83413675060509,6
296,2025-09-07,3441776,00:33:59,218942,124.08,19.76,51636.19,3792750681,19306948,15.720035443176732,0.0417923769588724,15.051498175193162,12.296562133539634,4.8209265188682835,6
297,2025-09-14,3559167,00:32:48,218422,127.53,19.76,51783.47,3796309848,19366536,16.294910769061726,0.041383278727859636,15.085037086684526,12.294184250380432,4.848351631038809,6
298,2025-09-21,3535639,00:32:51,219953,130.08,19.62,51933.18,3799845487,19423364,16.074520465735862,0.042340295488312016,15.07840460476767,12.301169166147364,4.868149645799501,6
299,2025-09-28,3432378,00:32:42,217730,128.86,19.09,52081.13,3803277865,19479585,15.764377899232995,0.043104226865455966,15.04876387338518,12.291011042046364,4.858726543710496,6
